x,y
-0.0011240258316215716,2.202792118742358e-07
-0.0011249549720871548,2.2046284590426892e-07
-0.0011258841125850448,2.206464838928169e-07
-0.0011268132531150191,2.2083012584224094e-07
-0.0011277423936770338,2.2101377175493697e-07
-0.0011286715342710444,2.21197421633301e-07
-0.0011296006748969176,2.2138107547971123e-07
-0.0011305298155545424,2.2156473329655002e-07
-0.0011314589562438743,2.2174839508621312e-07
-0.0011323880969648246,2.2193206085108704e-07
-0.0011333172377174156,2.2211573059358023e-07
-0.0011342463785014916,2.2229940431606612e-07
-0.0011351755193168308,2.2248308202090462e-07
-0.001136104660163544,2.2266676371052147e-07
-0.0011370338010415427,2.2285044938730288e-07
-0.0011379629419506934,2.2303413905362596e-07
-0.0011388920828909518,2.2321783271188533e-07
-0.0011398212238622068,2.2340153036446247e-07
-0.0011407503648643029,2.235852320137297e-07
-0.0011416795058973735,2.2376893766211645e-07
-0.0011426086469611522,2.2395264731197302e-07
-0.0011435377880556386,2.2413636096570226e-07
-0.0011444669291807443,2.2432007862568958e-07
-0.0011453960703364026,2.245038002943244e-07
-0.0011463252115226136,2.2468752597400912e-07
-0.0011472543527391104,2.2487125566709348e-07
-0.0011481834939858933,2.2505498937597994e-07
-0.0011491126352629623,2.2523872710307066e-07
-0.0011500417765703398,2.2542246885077217e-07
-0.001150970917907759,2.2560621462143377e-07
-0.0011519000592751089,2.2578996441743532e-07
-0.00115282920067239,2.2597371824117862e-07
-0.0011537583420995125,2.261574760950475e-07
-0.0011546874835564997,2.2634123798144812e-07
-0.0011556166250431955,2.2652500390275108e-07
-0.0011565457665596,2.2670877386135775e-07
-0.001157474908105558,2.268925478596386e-07
-0.0011584040496811358,2.2707632590000795e-07
-0.001159333191285956,2.272601079847921e-07
-0.0011602623329201522,2.274438941164181e-07
-0.0011611914745836794,2.2762768429727812e-07
-0.001162120616276427,2.278114785297509e-07
-0.0011630497579983284,2.279952768162238e-07
-0.00116397889974925,2.2817907915907085e-07
-0.001164908041529192,2.2836288556069235e-07
-0.0011658371833380434,2.285466960234664e-07
-0.0011667663251758045,2.2873051054979332e-07
-0.0011676954670423415,2.2891432914204677e-07
-0.0011686246089374992,2.2909815180259598e-07
-0.001169553750861278,2.2928197853384064e-07
-0.0011704828928137216,2.294658093381892e-07
-0.001171412034794653,2.296496442180062e-07
-0.0011723411768040939,2.298334831756952e-07
-0.0011732703188418892,2.3001732621362494e-07
-0.0011741994609079278,2.3020117333417287e-07
-0.0011751286030022318,2.303850245397425e-07
-0.0011760577451247125,2.305688798327153e-07
-0.0011769868872751699,2.3075273921545051e-07
-0.0011779160294537153,2.3093660269036895e-07
-0.0011788451716601485,2.3112047025982972e-07
-0.0011797743138945143,2.313043419262402e-07
-0.001180703456156679,2.3148821769197248e-07
-0.001181632598446621,2.316720975594207e-07
-0.0011825617407642064,2.3185598153095672e-07
-0.0011834908831095026,2.32039869608992e-07
-0.001184420025482309,2.3222376179588506e-07
-0.001185349167882515,2.324076580940118e-07
-0.0011862783103101205,2.3259155850577005e-07
-0.0011872074527651253,2.327754630335575e-07
-0.001188136595247463,2.3295937167975862e-07
-0.0011890657377570672,2.3314328444675782e-07
-0.00118999488029376,2.3332720133691744e-07
-0.0011909240228575857,2.3351112235264335e-07
-0.0011918531654484556,2.336950474963153e-07
-0.0011927823080662365,2.33878976770304e-07
-0.0011937114507108617,2.3406291017699327e-07
-0.001194640593382287,2.3424684771877124e-07
-0.001195569736080601,2.3443078939805222e-07
-0.0011964988788055596,2.346147352171846e-07
-0.0011974280215571185,2.3479868517855609e-07
-0.0011983571643352773,2.3498263928456317e-07
-0.001199286307139903,2.35166597537576e-07
-0.0012002154499709957,2.3535055993999083e-07
-0.0012011445928284221,2.3553452649417723e-07
-0.001202073735712271,2.3571849720254881e-07
-0.0012030028786223425,2.3590247206746213e-07
-0.0012039320215586143,2.360864510913086e-07
-0.0012048611645209977,2.3627043427646636e-07
-0.0012057903075094484,2.3645442162532226e-07
-0.0012067194505238998,2.3663841314025878e-07
-0.0012076485935642186,2.3682240882364473e-07
-0.0012085777366305601,2.3700640867790614e-07
-0.0012095068797227024,2.371904127053944e-07
-0.0012104360228405566,2.37374420908487e-07
-0.0012113651659842115,2.375584332895966e-07
-0.0012122943091534227,2.3774244985106975e-07
-0.0012132234523481685,2.3792647059529663e-07
-0.001214152595568493,2.3811049552468088e-07
-0.0012150817388143517,2.3829452464160845e-07
-0.0012160108820855674,2.384785579484384e-07
-0.0012169400253821394,2.3866259544756526e-07
-0.0012178691687039127,2.388466371413525e-07
-0.0012187983120509316,2.3903068303220306e-07
-0.0012197274554231296,2.3921473312249775e-07
-0.0012206565988204402,2.3939878741461737e-07
-0.001221585742242752,2.395828459109336e-07
-0.001222514885690087,2.3976690861384477e-07
-0.001223444029162313,2.3995097552571827e-07
-0.0012243731726593846,2.401350466489388e-07
-0.0012253023161812578,2.4031912198589104e-07
-0.0012262314597279325,2.405032015389682e-07
-0.0012271606032993423,2.4068728531055046e-07
-0.0012280897468953094,2.408713733029959e-07
-0.0012290188905157448,2.4105546551867975e-07
-0.0012299480341607819,2.4123956196002143e-07
-0.0012308771778302432,2.4142366262937856e-07
-0.0012318063215241953,2.4160776752915705e-07
-0.0012327354652423936,2.417918766617011e-07
-0.001233664608984905,2.419759900294165e-07
-0.0012345937527516407,2.4216010763467814e-07
-0.0012355228965426008,2.423442294798783e-07
-0.0012364520403576737,2.425283555673871e-07
-0.0012373811841968154,2.42712485899588e-07
-0.0012383103280599374,2.428966204788555e-07
-0.0012392394719470392,2.4308075930758136e-07
-0.0012401686158580987,2.432649023881531e-07
-0.0012410977597928498,2.4344904972290955e-07
-0.001242026903751514,2.4363320131428637e-07
-0.001242956047733803,2.43817357164618e-07
-0.0012438851917397835,2.4400151727630894e-07
-0.0012448143357693883,2.4418568165173724e-07
-0.0012457434798225956,2.443698502932898e-07
-0.0012466726238992947,2.445540232033358e-07
-0.0012476017679995074,2.4473820038427057e-07
-0.0012485309121230339,2.449223818384454e-07
-0.0012494600562698965,2.4510656756825565e-07
-0.0012503892004400285,2.452907575760787e-07
-0.0012513183446334298,2.4547495186430506e-07
-0.0012522474888501229,2.4565915043532976e-07
-0.0012531766330898856,2.458433532914993e-07
-0.0012541057773527622,2.4602756043521286e-07
-0.0012550349216386637,2.462117718688429e-07
-0.0012559640659475463,2.4639598759477064e-07
-0.0012568932102792986,2.4658020761536423e-07
-0.0012578223546338984,2.467644319330091e-07
-0.0012587514990113236,2.4694866055009076e-07
-0.0012596806434115296,2.471328934689901e-07
-0.0012606097878344056,2.473171306920746e-07
-0.0012615389322799958,2.475013722217426e-07
-0.0012624680767481672,2.476856180603571e-07
-0.001263397221238853,2.478698682102942e-07
-0.0012643263657520312,2.4805412267393877e-07
-0.001265255510287657,2.4823838145367117e-07
-0.0012661846548457974,2.4842264455189375e-07
-0.0012671137994261859,2.486069119709425e-07
-0.001268042944028889,2.4879118371321937e-07
-0.0012689720886539732,2.4897545978112636e-07
-0.00126990123330115,2.4915974017699484e-07
-0.0012708303779704194,2.4934402490321317e-07
-0.0012717595226618924,2.495283139621919e-07
-0.0012726886673754358,2.497126073562931e-07
-0.0012736178121109387,2.498969050878829e-07
-0.0012745469568683121,2.500812071593317e-07
-0.0012754761016476226,2.5026551357304093e-07
-0.0012764052464488036,2.504498243313852e-07
-0.001277334391271833,2.50634139436748e-07
-0.0012782635361164886,2.5081845889147304e-07
-0.0012791926809829037,2.510027826979743e-07
-0.0012801218258709896,2.511871108586218e-07
-0.0012810509707807016,2.5137144337579406e-07
-0.0012819801157118625,2.515557802518434e-07
-0.0012829092606645607,2.517401214891747e-07
-0.0012838384056387076,2.5192446709015734e-07
-0.001284767550634303,2.521088170571783e-07
-0.001285696695651236,2.522931713926026e-07
-0.0012866258406894846,2.5247753009881273e-07
-0.0012875549857490486,2.526618931781956e-07
-0.001288484130829817,2.5284626063311576e-07
-0.0012894132759316119,2.530306324659244e-07
-0.0012903424210546335,2.532150086790477e-07
-0.0012912715661987264,2.5339938927484137e-07
