timestamp,x,y
1748560577.5079548,-0.000532836112284462,1.0384563577805828e-07
1748560577.5175674,-0.0005334882774479845,1.0397375451038761e-07
1748560577.5487814,-0.0005338399501697721,1.0404299827113838e-07
1748560577.578529,-0.0005339429785707645,1.0406327030403636e-07
1748560577.609881,-0.0005342508322963236,1.0412367414262384e-07
1748560577.6432817,-0.0005349395435317865,1.0425869133154164e-07
1748560577.6757598,-0.0005356095071699089,1.043903944096069e-07
1748560577.709786,-0.0005358449641687884,1.044367880459326e-07
1748560577.7423868,-0.0005358712776680363,1.0444196403090117e-07
1748560577.7743092,-0.0005362604383086676,1.0451824074301458e-07
1748560577.807493,-0.0005370814037836848,1.0467916221628065e-07
1748560577.8443658,-0.0005377256019276085,1.0480592884552127e-07
1748560577.8809845,-0.0005378023954428387,1.048210723071758e-07
1748560577.9140594,-0.0005377650344858995,1.0481372896435827e-07
1748560577.9455574,-0.0005382975451629295,1.0491797899414424e-07
1748560577.9809852,-0.0005392607032634597,1.051067979219278e-07
1748560578.0156043,-0.0005398184578839306,1.0521672129258551e-07
1748560578.0486014,-0.0005396908051133743,1.051915352876197e-07
1748560578.081211,-0.0005396367562486329,1.0518092459575477e-07
1748560578.1158383,-0.0005403855945879825,1.0532731810896873e-07
1748560578.1512082,-0.0005414713843295609,1.0554035633963686e-07
1748560578.1847196,-0.0005418675041948111,1.0561855810339053e-07
1748560578.2181478,-0.0005414932407616414,1.0554468003398401e-07
1748560578.2505858,-0.0005415035852926745,1.0554670644825384e-07
1748560578.2858534,-0.0005425254943582466,1.0574629942549893e-07
1748560578.3194268,-0.0005429169549480992,1.058222802887699e-07
1748560578.353884,-0.0005461115281805573,1.0645055783109094e-07
1748560578.3872664,-0.0005440297640786759,1.0603578706759462e-07
1748560578.4210687,-0.0005442836262031913,1.0608573448523562e-07
1748560578.4544413,-0.00054454160034146,1.0613641755269422e-07
1748560578.487769,-0.0005450296850115391,1.0623217802314977e-07
1748560578.5220401,-0.0005456476543276449,1.0635352792622603e-07
1748560578.5583389,-0.0005460698490424776,1.0643659420298779e-07
1748560578.5913632,-0.0005462578128828396,1.0647357904959751e-07
1748560578.6268945,-0.0005465196911319623,1.065249987867069e-07
1748560578.6618938,-0.0005470990301551678,1.0663861152854125e-07
1748560578.6979058,-0.000547751062393735,1.0676669393335601e-07
1748560578.7306335,-0.0005481028035500249,1.0683594566393947e-07
1748560578.7642813,-0.0005482057577269478,1.0685620145933463e-07
1748560578.796828,-0.0005485137517988618,1.0691662797051091e-07
1748560578.831751,-0.0005492023871317773,1.0705161954850728e-07
1748560578.8656516,-0.0005498723845431518,1.0718331897913187e-07
1748560578.8993473,-0.0005501077218426507,1.072296853917713e-07
1748560578.9338145,-0.0005501341605107715,1.0723488558485175e-07
1748560578.9668143,-0.0005505233152085135,1.0731115505504382e-07
1748560579.000515,-0.0005513443306701247,1.0747207372453335e-07
1748560579.0336165,-0.0005519883894920548,1.0759880318628516e-07
1748560579.0661714,-0.0005520652317604191,1.0761395508821633e-07
1748560579.1031466,-0.0005520278857307389,1.0760661525596058e-07
1748560579.1384437,-0.0005525604993676536,1.0771087726383693e-07
1748560579.1690779,-0.0005535235807650553,1.0789966670942376e-07
1748560579.2051926,-0.0005540812909551804,1.0800957304053066e-07
1748560579.237787,-0.0005539535978638334,1.0798438100617772e-07
1748560579.272481,-0.0005538996691162944,1.0797379472230081e-07
1748560579.3064408,-0.0005546485654905776,1.0812018824322532e-07
1748560579.341167,-0.0005557342758064945,1.0833319498673456e-07
1748560579.3750262,-0.0005561302915753943,1.0841137039649011e-07
1748560579.4090877,-0.0005557560526597665,1.0833750278025912e-07
1748560579.4444942,-0.0005557665746832393,1.0833956380463824e-07
1748560579.478117,-0.0005567884473165134,1.0853913461473462e-07
1748560579.5114465,-0.0005571798651978201,1.0861510156428526e-07
1748560579.544988,-0.0005603743660740566,1.0924331827393852e-07
1748560579.5794816,-0.0005582926918551794,1.0882859594043474e-07
1748560579.615651,-0.0005585464459399428,1.0887851838279913e-07
1748560579.6499212,-0.0005588045643744509,1.0892922600744413e-07
1748560579.6865811,-0.0005592925612556902,1.0902496213241563e-07
1748560579.7195501,-0.0005599106206091959,1.0914632079130109e-07
1748560579.75236,-0.0005603326732982859,1.0922935304837444e-07
1748560579.7867525,-0.0005605207558707368,1.0926635853566613e-07
1748560579.820592,-0.0005607825722449117,1.0931776231452133e-07
1748560579.8540733,-0.0005613620236354543,1.0943138876999617e-07
1748560579.8868644,-0.0005620139248327813,1.0955943618262785e-07
1748560579.9212737,-0.0005623657358794754,1.096286966866337e-07
1748560579.9552493,-0.0005624686146784738,1.0964893619010818e-07
1748560579.9885263,-0.000562776746294873,1.0970938527806185e-07
1748560580.0325198,-0.0005634653056030942,1.0984435224229803e-07
1748560580.0736992,-0.000564135339253082,1.099760494592512e-07
1748560580.1080089,-0.0005643705584239436,1.10022389308568e-07
1748560580.1399152,-0.0005643971198037473,1.1002761326208108e-07
1748560580.1729765,-0.0005647862656188181,1.1010387553086681e-07
1748560580.2058554,-0.0005656073316712733,1.102647928133521e-07
1748560580.2389789,-0.0005662512547949773,1.1039148677082895e-07
1748560580.2701921,-0.0005663281465830404,1.1040664737632456e-07
1748560580.3018906,-0.0005662908119415613,1.1039931030313482e-07
1748560580.333902,-0.0005668235253646325,1.1050358445706415e-07
1748560580.3673675,-0.0005677865322061879,1.106923462611695e-07
1748560580.4033709,-0.0005683442022184764,1.1080223720116203e-07
1748560580.440589,-0.0005682164686786408,1.1077703894059777e-07
1748560580.4703805,-0.0005681626549247808,1.1076647597494033e-07
1748560580.5027332,-0.0005689116066104647,1.109128701209115e-07
1748560580.5362997,-0.0005699972414523367,1.1112584770691e-07
1748560580.5697114,-0.0005703931579305526,1.112039982947462e-07
1748560580.6021762,-0.0005700189417281992,1.1113014021884611e-07
1748560580.6381342,-0.0005700296343471619,1.1113223451262317e-07
1748560580.671083,-0.000571051469438381,1.1133178439634872e-07
1748560580.705942,-0.000571442850269149,1.1140773910898778e-07
1748560580.740564,-0.000574637278784056,1.12035899716062e-07
1748560580.7752025,-0.0005725556938767297,1.1162122262889097e-07
1748560580.809367,-0.0005728093400659366,1.1167112050266956e-07
1748560580.8446705,-0.0005730676011018623,1.11721852730379e-07
1748560580.8770132,-0.0005735555093349492,1.1181756506646041e-07
1748560580.9123876,-0.000574173659502833,1.1193893354308857e-07
1748560580.945589,-0.0005745955717426079,1.1202193271680462e-07
1748560580.9793165,-0.0005747837723983558,1.1205895899230045e-07
1748560581.0127287,-0.0005750455250184196,1.1211034685011166e-07
1748560581.0465028,-0.0005756250878857449,1.1222398769904333e-07
1748560581.0806055,-0.0005762768597970941,1.1235200142812173e-07
1748560581.117358,-0.0005766287420815811,1.1242127148757228e-07
